"Brand","Price","Processor_name","Core_per_processor","Total_processor","Execution_units","Threads","RAM_GB","RAM_type","Storage_capacity_GB","Storage_type","Graphics_brand","Graphics_GB","Graphics_integreted","Display_size_inches","ppi","Touch_screen","Operating_system"
"Dell",49990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",45990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"MSI",35090,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",2,1,14,157.35,0,"Windows 11 OS"
"MSI",39499,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"Acer",29990,"Intel Core i3",8,1,8,8,8,"LPDDR5",512," SSD","Intel",2,1,15.6,141.21,0,"Windows 11 OS"
"MSI",159990,"Intel Core i7",12,4,8,16,32,"LPDDR5",1000," SSD","NVIDIA",6,0,16,188.68,1,"Windows 11 OS"
"MSI",41990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",2,1,14,157.35,0,"Windows 11 OS"
"MSI",32990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"ASUS",42990,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",43990,"AMD Ryzen 5",4,4,4,8,16,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",46990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",67151,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",33990,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",2,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",40990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",33990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Samsung",124990,"Intel Core i7",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,0,14,242.59,0,"Windows 11 OS"
"Samsung",116990,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,0,14,242.59,0,"Windows 11 OS"
"Samsung",133990,"Intel Core i7",12,4,8,16,16,"LPDDR4X",1000," SSD","Intel",4,0,15.6,141.21,1,"Windows 11 OS"
"Samsung",109990,"Intel Core i5",12,4,8,16,16,"LPDDR4X",512," SSD","Intel",6,0,15.6,141.21,1,"Windows 11 OS"
"HP",25599,"AMD Ryzen 3",2,2,4,4,8,"DDR4",512," SSD","AMD",2,0,14,111.94,0,"Windows 11 OS"
"ASUS",31990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",49728,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",36990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",71790,"Intel Core i5",12,4,8,16,16,"DDR4",512," SSD","Intel",4,1,14,242.59,0,"Windows 11 OS"
"Samsung",69990,"Intel Core i5",6,2,4,8,8,"LPDDR4X",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",49990,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",31890,"AMD Ryzen 3",4,4,4,8,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",47790,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",54990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"HP",80969,"Intel Core i5",10,2,8,12,16,"LPDDR4X",512," SSD","Intel",2,1,13.4,168.97,1,"Windows 11 OS"
"Dell",46990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Microsoft",161300,"Intel Core i7",10,2,8,12,16,"LPDDR5",256," SSD","Intel",4,0,13,266.26,1,"Windows 11 OS"
"Microsoft",261990,"Intel Core i7",10,2,8,12,32,"LPDDR5",1000," SSD","Intel",6,0,13,266.26,1,"Windows 11 OS"
"Microsoft",102990,"Intel Core i5",10,2,8,12,8,"LPDDR5",128," SSD","Intel",2,0,13,266.26,1,"Windows 11 OS"
"Dell",93831,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Microsoft",99990,"Intel Core i5",10,2,8,12,8,"LPDDR5",256," SSD","Intel",2,0,13,266.26,1,"Windows 11 OS"
"Lenovo",66999,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,14,161.73,1,"Windows 11 OS"
"Dell",45990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",69994,"Intel Core i5",12,4,8,16,16,"DDR5",512," SSD","Intel",2,1,13.3,226.98,0,"Windows 11 OS"
"HP",75990,"Intel Core i5",10,2,8,12,8,"LPDDR4X",512," SSD","Intel",2,0,13.3,165.63,1,"Windows 11 OS"
"Lenovo",29990,"AMD Ryzen 3",4,4,4,8,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",29990,"Intel Core i3",4,1,4,4,8,"DDR4",256," SSD","Intel",2,1,14.1,156.23,0,"Windows 11 OS"
"Acer",26990,"AMD Ryzen 3",2,2,4,4,8,"DDR4",256," SSD","AMD",4,0,14,111.94,0,"Windows 11 OS"
"HP",63999,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","NVIDIA",4,0,16.1,136.83,0,"Windows 11 OS"
"Lenovo",47990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",56990,"Intel Core i7",8,8,4,16,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 10 OS"
"HP",53990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",60479,"Intel Core i5",8,4,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",49999,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",44013,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",61499,"Intel Core i5",8,4,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",82588,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",52100,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,16,141.51,0,"Windows 11 OS"
"Dell",41899,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Dell",75290,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","NVIDIA",2,0,14,161.73,1,"Windows 11 OS"
"Dell",83990,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","NVIDIA",2,0,14,161.73,1,"Windows 11 OS"
"MSI",46990,"Intel Core i5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 10 OS"
"HP",58990,"Intel Core i5",12,4,8,16,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"HP",76990,"Intel Core i7",10,2,8,12,16,"DDR4",1000," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"HP",61999,"Intel Core i5",12,4,8,16,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",67990,"Intel Core i5",12,4,8,16,8,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",117490,"Intel Core i7",14,6,8,20,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"HP",76999,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","NVIDIA",6,0,16.1,136.83,0,"Windows 11 OS"
"ASUS",15990,"Intel Celeron",2,2,4,4,4,"DDR4",128," SSD","Intel",2,0,11.6,135.09,0,"Windows 11 OS"
"ASUS",14490,"Intel Celeron",2,1,4,2,4,"DDR4",128," SSD","Intel",4,0,11.6,135.09,0,"Windows 11 OS"
"Dell",245490,"Intel Core i7",8,8,4,16,16,"DDR4",1000," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"HP",76600,"Intel Core i5",12,4,8,16,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",66999,"Intel Core i7",4,4,4,8,16,"DDR4",512," SSD","Intel",4,0,14,157.35,1,"Windows 11 OS"
"Dell",58990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,16,141.51,0,"Windows 11 OS"
"HP",38250,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",32610,"AMD Ryzen 3",4,4,4,8,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",106305,"AMD Ryzen 7",8,8,4,16,16,"DDR4",1000," SSD","NVIDIA",6,0,16,188.68,0,"Windows 11 OS"
"Dell",114900,"Intel Core i7",4,4,4,8,16,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 10 OS"
"HP",55999,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 10 OS"
"Dell",86999,"Intel Core i7",4,4,4,8,16,"DDR4",512," SSD","Intel",2,0,14,157.35,1,"Windows 10 OS"
"Avita",38990,"Intel Core i7",4,4,4,8,16,"DDR4",1000," SSD","Intel",2,1,14,157.35,0,"Windows 10 OS"
"Avita",20490,"AMD Ryzen 5",4,4,4,8,8,"DDR4",512," SSD","AMD",2,0,14,157.35,0,"Windows 10 OS"
"Apple",109999,"Intel Core i7",4,4,4,8,8,"LPDDR4X",512," SSD","Intel",4,0,13.3,226.98,0,"Mac OS"
"Samsung",59411,"Intel Core i5",8,8,4,16,8,"DDR4",1000," SSD","Intel",4,0,13.3,165.63,0,"Windows 10 OS"
"HP",90464,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 10 OS"
"Dell",87990,"Intel Core i7",4,4,4,8,8,"DDR4",256," SSD","NVIDIA",4,0,13.3,165.63,0,"Windows 10 OS"
"Honor",56990,"Intel Core i5",8,4,4,12,8,"LPDDR4X",512," SSD","Intel",4,0,16,141.51,0,"Windows 11 OS"
"Honor",54990,"Intel Core i5",8,4,4,12,8,"LPDDR4X",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"Lenovo",109990,"Intel Core i7",12,4,8,16,16,"LPDDR5X",512," SSD","NVIDIA",4,0,14,161.73,0,"Windows 11 OS"
"Lenovo",129990,"Intel Core i7",12,4,8,16,16,"LPDDR5X",512," SSD","NVIDIA",4,0,14,161.73,0,"Windows 11 OS"
"Lenovo",63490,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,16,137.68,0,"Windows 11 OS"
"Infinix",37990,"Intel Core i3",6,2,4,8,8,"LPDDR4X",512," SSD","Intel",4,1,16,141.51,0,"Windows 11 OS"
"MSI",87990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Lenovo",30700,"Intel Celeron",2,1,4,2,8,"DDR4",512," SSD","Intel",2,0,15.6,100.45,0,"Windows 11 OS"
"Honor",58990,"Intel Core i5",8,4,4,12,16,"LPDDR4X",512," SSD","Intel",4,0,16,141.51,0,"Windows 11 OS"
"MSI",104990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,15.75,139.87,0,"Windows 11 OS"
"MSI",109990,"Intel Core i7",14,6,8,20,32,"DDR4",1000," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"MSI",65990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",71990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",81990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",91990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",1000," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",99990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",1000," SSD","NVIDIA",8,0,15.6,141.21,0,"Windows 11 OS"
"MSI",279990,"Intel Core i9",24,8,16,32,32,"DDR5",2000," SSD","NVIDIA",12,0,17,177.58,0,"Windows 11 OS"
"Infinix",32990,"Intel Core i5",4,4,4,8,8,"LPDDR4X",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"MSI",69990,"Intel Core i7",14,6,8,20,16,"DDR4",1000," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"MSI",79990,"Intel Core i9",14,6,8,20,16,"DDR4",1000," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"MSI",59990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Chuwi",21990,"Intel Celeron",4,1,4,4,8,"LPDDR5",256," SSD","Intel",2,1,15.6,141.21,0,"Windows 11 OS"
"MSI",199990,"Intel Core Ultra",16,6,8,22,32,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"MSI",58990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Lenovo",73882,"Intel Core i5",8,4,4,12,16,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",78990,"Intel Core i9",14,6,8,20,16,"DDR4",1000," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"MSI",68990,"Intel Core i7",10,6,4,16,16,"DDR4",1000," SSD","Intel",2,1,14,161.73,0,"Windows 11 OS"
"MSI",99990,"Intel Core Ultra",14,4,8,18,16,"LPDDR5",1000," SSD","Intel",4,0,13.3,255.36,0,"Windows 11 OS"
"Dell",79990,"Intel Core i5",10,6,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",73990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"Lenovo",55990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",97990,"Intel Core i7",10,2,8,12,16,"LPDDR5X",1000," SSD","Intel",2,1,14,242.59,0,"Windows 11 OS"
"Infinix",52990,"Intel Core i7",10,2,8,12,16,"LPDDR4X",512," SSD","Intel",4,1,16,141.51,0,"Windows 11 OS"
"Lenovo",28190,"Intel Pentium",4,1,4,4,4,"LPDDR4X",128," Hard Disk","Intel",4,0,14,111.94,0,"Chrome OS"
"HP",58500,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",50990,"AMD Ryzen 5",4,4,4,8,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",49990,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,0,16,141.51,0,"Windows 11 OS"
"Acer",49199,"Intel Core i5",10,2,8,12,16,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",159990,"Intel Core Ultra",16,6,8,22,32,"LPDDR5X",1000," SSD","Intel",4,0,14,242.59,1,"Windows 11 OS"
"HP",159990,"Intel Core Ultra",16,6,8,22,32,"LPDDR5X",1000," SSD","Intel",4,0,14,242.59,1,"Windows 11 OS"
"Acer",73990,"Intel Core i5",8,4,4,12,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",43990,"Intel Core i3",5,1,4,6,8,"LPDDR5",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Chuwi",34990,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","Intel",4,0,14,185.43,0,"Windows 11 OS"
"Avita",32971,"AMD Ryzen 5",6,6,4,12,8,"DDR4",256," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",145000,"Intel Core i5",5,1,4,5,8,"LPDDR4X",1000," SSD","Intel",4,1,13.3,192.48,1,"Windows 10 OS"
"HP",80640,"AMD Ryzen 5",6,6,4,12,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,1,"Windows 11 OS"
"MSI",113999,"Intel Core Ultra",16,6,8,22,16,"LPDDR5",512," SSD","Intel",4,0,13.3,170.24,0,"Windows 11 OS"
"HP",151490,"Intel Core i7",16,8,8,24,16,"DDR5",512," SSD","NVIDIA",8,0,16.1,136.83,0,"Windows 11 OS"
"Lenovo",53990,"Intel Core i3",6,2,4,8,8,"LPDDR4",512," SSD","Intel",2,1,14,161.73,1,"Windows 11 OS"
"Acer",199999,"Intel Core Ultra",16,6,8,22,32,"LPDDR5X",2000," SSD","NVIDIA",8,0,16,235.85,0,"Windows 11 OS"
"Lenovo",45990,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,0,14,111.94,0,"DOS OS"
"Lenovo",48900,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"ASUS",34990,"Intel Core i3",6,2,4,8,8,"LPDDR5",128," Hard Disk","Intel",4,1,14,157.35,0,"Chrome OS"
"Lenovo",45990,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 10 OS"
"Acer",149900,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,16,141.51,0,"Windows 11 OS"
"Lenovo",62990,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",81400,"Intel Core i5",12,4,8,16,16,"LPDDR5X",1000," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Dell",34450,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",26490,"Intel Celeron",2,1,4,2,8,"DDR4",256," SSD","Intel",4,1,14,111.94,0,"Windows 11 OS"
"HP",51980,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",67990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",34990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",67900,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"DOS OS"
"Lenovo",31500,"Intel Core i3",2,2,4,4,8,"DDR4",256," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",519990,"Intel Core i9",24,8,16,32,64,"DDR5",4000," SSD","NVIDIA",12,0,17,177.58,0,"Windows 11 OS"
"Acer",50000,"Intel Core i5",4,4,4,8,16,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",218990,"Intel Core i7",10,2,8,12,16,"LPDDR5",1000," SSD","Intel",8,0,14,161.73,0,"Windows 11 OS"
"Avita",30834,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Acer",43990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Avita",19299,"Intel Celeron",2,1,4,2,8,"DDR4",256," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"Lenovo",123190,"Intel Core i7",12,4,8,16,16,"LPDDR5",1000," SSD","Intel",4,1,13.3,226.98,1,"Windows 11 OS"
"Acer",46990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Avita",20035,"Intel Celeron",2,1,4,2,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"HP",154999,"Intel Core i7",10,2,8,12,16,"LPDDR4X",512," SSD","Intel",4,0,13.5,267.08,1,"Windows 11 OS"
"HP",79000,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,14,111.94,0,"Windows 11 OS"
"Acer",44990,"Intel Core i5",4,4,4,8,8,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",48989,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"DOS OS"
"Acer",59900,"Intel Core i5",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Dell",88990,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","Intel",2,1,14,161.73,1,"Windows 11 OS"
"HP",124999,"Intel Core i7",14,6,8,20,16,"DDR4",1000," SSD","NVIDIA",6,0,16,188.68,0,"Windows 11 OS"
"Gigabyte",72990,"Intel Core i5",12,4,8,16,8,"DDR4",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",52400,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",66990,"Intel Core i5",10,2,8,12,16,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
