"Brand","Price","Processor_name","Core_per_processor","Total_processor","Execution_units","Threads","RAM_GB","RAM_type","Storage_capacity_GB","Storage_type","Graphics_brand","Graphics_GB","Graphics_integreted","Display_size_inches","ppi","Touch_screen","Operating_system"
"MSI",184990,"Intel Core i7",16,8,8,24,16,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Lenovo",91190,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,1,14,161.73,1,"Windows 11 OS"
"ASUS",58990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",62940,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",34821,"AMD Ryzen 5",4,4,4,8,8,"DDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",37800,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,0,14,157.35,0,"Windows 11 OS"
"Lenovo",32990,"Intel Core i3",6,2,4,8,8,"DDR4",256," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",45890,"AMD Ryzen 5",4,4,4,8,16,"LPDDR5",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Acer",53499,"Intel Core i7",4,4,4,8,16,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",76990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",23990,"Intel Celeron",2,1,4,2,8,"LPDDR4X",64," SSD","Intel",2,1,14,157.35,0,"Chrome OS"
"Dell",36490,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",47974,"Intel Core i3",6,2,4,8,8,"LPDDR5",256," SSD","Intel",2,0,14,161.73,1,"Windows 11 OS"
"Zebronics",31990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Acer",65990,"Intel Core i5",8,4,4,12,16,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",49980,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Acer",63990,"Intel Core i5",8,4,4,12,8,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",161039,"Intel Core i7",16,8,8,24,16,"DDR5",512," SSD","NVIDIA",6,0,16.1,187.51,0,"Windows 11 OS"
"HP",89990,"AMD Ryzen 7",8,8,4,16,16,"LPDDR5X",1000," SSD","AMD",4,0,14,242.59,0,"Windows 11 OS"
"HP",151990,"Intel Core i7",16,8,8,24,16,"DDR5",512," SSD","NVIDIA",8,0,17.3,127.34,0,"Windows 11 OS"
"Lenovo",80190,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Lenovo",51990,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",37990,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",61786,"Intel Core i5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,17.3,127.34,0,"Windows 11 OS"
"Dell",58990,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",73990,"Intel Core i5",10,2,8,12,16,"LPDDR4X",512," SSD","Intel",4,1,14,161.73,1,"Windows 11 OS"
"Lenovo",164190,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Lenovo",106000,"Intel Core i7",14,6,8,20,16,"LPDDR5X",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Lenovo",87774,"AMD Ryzen 7",8,8,4,16,16,"LPDDR5",512," SSD","NVIDIA",4,0,16,188.68,0,"Windows 11 OS"
"Lenovo",103395,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","NVIDIA",6,0,16,188.68,0,"Windows 11 OS"
"Lenovo",39990,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",298990,"Intel Core i9",24,8,16,32,32,"DDR5",1000," SSD","NVIDIA",12,0,16,188.68,0,"Windows 11 OS"
"Lenovo",72190,"Intel Core i5",8,4,4,12,16,"LPDDR5",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"MSI",449990,"Intel Core i9",24,8,16,32,64,"DDR5",2000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Lenovo",116190,"Intel Core i7",12,4,8,16,16,"LPDDR5",1000," SSD","AMD",4,0,14,242.59,1,"Windows 11 OS"
"Lenovo",87990,"Intel Core i7",10,2,8,12,16,"LPDDR4X",512," SSD","Intel",4,1,14,161.73,1,"Windows 11 OS"
"Lenovo",32690,"Intel Core i3",6,2,4,8,8,"DDR4",256," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",19990,"Intel Celeron",2,1,4,2,4,"LPDDR4X",64," Hard Disk","Intel",4,1,11.6,141.31,0,"Chrome OS"
"Lenovo",32500,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",86990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",60999,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",44890,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",39990,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",68990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",1000," SSD","AMD",2,0,14,161.73,1,"Windows 11 OS"
"HP",89900,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","Intel",2,0,14,157.35,0,"Windows 11 OS"
"Dell",89990,"Intel Core i7",4,4,4,8,16,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",32990,"Intel Core i3",6,2,4,8,8,"DDR4",256," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",20990,"AMD Athlon",2,1,4,2,4,"DDR4",256," SSD","AMD",4,1,15.6,100.45,0,"Windows 11 OS"
"Lenovo",26990,"AMD Athlon",2,1,4,2,8,"LPDDR5",512," SSD","AMD",4,0,15.6,100.45,0,"Windows 11 OS"
"Lenovo",28990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",2,0,14,157.35,0,"Windows 11 OS"
"Lenovo",44900,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",2,1,15.6,141.21,0,"Windows 11 OS"
"ASUS",89850,"Intel Core i5",10,6,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,16,141.51,0,"Windows 11 OS"
"MSI",239990,"Intel Core i7",16,8,8,24,32,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Lenovo",57990,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"HP",64490,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,14,111.94,0,"Windows 11 OS"
"Lenovo",64990,"AMD Ryzen 5",6,6,4,12,16,"LPDDR4X",512," SSD","AMD",2,0,14,161.73,1,"Windows 11 OS"
"Lenovo",42490,"Intel Core i3",5,1,4,6,8,"LPDDR5",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",124000,"Intel Core i7",10,2,8,12,16,"DDR5",1000," SSD","Intel",8,0,16,141.51,0,"Windows 11 OS"
"Lenovo",35232,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Dell",66450,"Intel Core i5",10,2,8,12,16,"DDR4",1000," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",47490,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",35499,"Intel Core i3",2,2,4,4,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",50990,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",86190,"AMD Ryzen 7",8,8,4,16,16,"LPDDR4X",1000," SSD","AMD",4,0,13.3,170.24,1,"Windows 11 OS"
"Lenovo",64990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,14,161.73,1,"Windows 11 OS"
"Microsoft",89990,"Intel Core i5",10,2,8,12,16,"LPDDR5",256," SSD","Intel",2,0,12.4,148.87,1,"Windows 11 OS"
"Lenovo",128990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Dell",107990,"Intel Core i7",10,2,8,12,16,"LPDDR5",1000," SSD","Intel",2,0,14,161.73,1,"Windows 11 OS"
"Lenovo",114190,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,16,141.51,0,"Windows 11 OS"
"Lenovo",52940,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",89990,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","Intel",2,1,14,157.35,1,"Windows 11 OS"
"Lenovo",67990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",104900,"Intel Core i7",14,6,8,20,16,"LPDDR5",1000," SSD","Intel",4,1,14.5,208.2,0,"Windows 11 OS"
"HP",36990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",69990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",6,0,16,137.68,0,"Windows 11 OS"
"Lenovo",130990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"HP",415000,"Intel Core i7",10,2,8,12,16,"LPDDR5",1000," SSD","Intel",12,0,17,188.24,1,"Windows 11 OS"
"ASUS",26100,"Intel Celeron",2,1,4,2,8,"DDR4",512," SSD","Intel",2,1,15.6,100.45,0,"Windows 11 OS"
"ASUS",60890,"AMD Ryzen 7",8,8,4,16,16,"DDR4",1000," SSD","AMD",4,1,15.6,141.21,0,"Windows 11 OS"
"Acer",70990,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,1,14,242.59,0,"Windows 11 OS"
"ASUS",50990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",75990,"Intel Core i5",8,4,4,12,8,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"HP",60299,"AMD Ryzen 5",6,6,4,12,8,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",36890,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,0,15.6,141.21,0,"Windows 11 OS"
"HP",49990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,100.45,0,"Windows 11 OS"
"Lenovo",74490,"Intel Core i5",12,4,8,16,16,"LPDDR5",1000," SSD","Intel",4,0,16,141.51,0,"Windows 11 OS"
"ASUS",69990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",1000," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",73990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",1000," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",82990,"Intel Core i7",10,6,4,16,16,"DDR4",1000," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
"Gigabyte",71990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Dell",38990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",51990,"Intel Core i5",8,4,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",57490,"Intel Core i5",10,2,8,12,8,"DDR4",1000," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",399999,"Intel Core i9",24,8,16,32,32,"DDR5",1000," SSD","NVIDIA",16,0,16,235.85,0,"Windows 11 OS"
"ASUS",90990,"Intel Core i7",14,6,8,20,16,"DDR5",1000," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",25751,"Intel Celeron",2,1,4,2,4,"LPDDR4X",64," SSD","Intel",2,1,14,157.35,1,"Chrome OS"
"ASUS",14990,"Intel Celeron",2,1,4,2,4,"LPDDR4X",64," SSD","Intel",2,1,14,157.35,0,"Chrome OS"
"ASUS",15990,"Intel Celeron",2,1,4,2,4,"LPDDR4X",64," SSD","Intel",2,1,15.6,141.21,0,"Chrome OS"
"ASUS",22500,"Intel Celeron",2,1,4,2,4,"LPDDR4X",128," SSD","Intel",2,1,15.6,141.21,0,"Chrome OS"
"ASUS",40739,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,1,16,141.51,0,"Windows 11 OS"
"Lenovo",26490,"Intel Celeron",2,1,4,2,8,"DDR4",256," SSD","Intel",2,1,15.6,100.45,0,"Windows 11 OS"
"Gigabyte",130000,"Intel Core i7",10,6,4,16,16,"DDR5",512," SSD","NVIDIA",8,0,16,141.51,0,"Windows 11 OS"
"Gigabyte",86990,"Intel Core i5",12,4,8,16,8,"DDR5",512," SSD","NVIDIA",8,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",59190,"Intel Core i3",6,2,4,8,8,"LPDDR4X",512," SSD","Intel",4,1,14,161.73,1,"Windows 11 OS"
"Lenovo",62190,"Intel Core i5",8,4,4,12,16,"LPDDR5",512," SSD","Intel",4,0,16,141.51,0,"Windows 11 OS"
"Lenovo",69190,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,1,14,161.73,0,"Windows 11 OS"
"Acer",179990,"Intel Core i9",24,8,16,32,16,"DDR5",1000," SSD","NVIDIA",8,0,16,141.51,0,"Windows 11 OS"
"Lenovo",61190,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,1,14,161.73,0,"Windows 11 OS"
"ASUS",92990,"Intel Core i7",10,6,4,16,16,"DDR4",512," SSD","NVIDIA",6,0,16,141.51,0,"Windows 11 OS"
"Lenovo",42990,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",43400,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"DOS OS"
"ASUS",67990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
"ASUS",67990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
"ASUS",69990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,14,161.73,0,"Windows 11 OS"
"ASUS",76990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",6,0,16,141.51,0,"Windows 11 OS"
"MSI",62990,"Intel Core i5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",85990,"Intel Core i7",10,6,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Acer",34990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,14,111.94,0,"Windows 11 OS"
"ASUS",35990,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"ASUS",68800,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",46990,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,0,14,111.94,0,"DOS OS"
"Dell",36990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",52990,"Intel Core i5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",48990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",153490,"Intel Core i7",16,8,8,24,16,"DDR5",512," SSD","NVIDIA",8,0,16.1,136.83,0,"Windows 11 OS"
"Lenovo",58850,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",57400,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",34000,"AMD Ryzen 3",2,2,4,4,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",35990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Acer",39990,"Intel Core i3",8,1,8,8,8,"DDR4",512," SSD","Intel",2,0,14,161.73,0,"Windows 11 OS"
"Lenovo",70190,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,1,16,141.51,0,"Windows 11 OS"
"Lenovo",36490,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,1,15.6,141.21,0,"Windows 11 OS"
"MSI",56990,"Intel Core i5",6,6,4,12,16,"DDR4",1256,"Hard Disk & SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",61990,"Intel Core i5",6,6,4,12,16,"DDR4",1512,"Hard Disk & SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",67190,"Intel Core i5",8,4,4,12,16,"LPDDR5",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"Lenovo",84190,"Intel Core i7",14,6,8,20,16,"LPDDR5",512," SSD","Intel",4,1,16,137.68,0,"Windows 11 OS"
"Dell",36399,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,0,15.6,141.21,0,"Windows 11 OS"
"Dell",47460,"Intel Core i3",5,1,4,6,8,"DDR4",1000," SSD","Intel",2,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",55990,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Dell",82990,"Intel Core i5",10,2,8,12,16,"LPDDR5",1000," SSD","Intel",2,0,14,161.73,1,"Windows 11 OS"
"Dell",105999,"Intel Core i7",12,4,8,16,16,"LPDDR5",1000," SSD","Intel",4,0,13.3,226.98,0,"Windows 11 OS"
"HP",68999,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",76990,"Intel Core i5",10,2,8,12,8,"LPDDR5",1000," SSD","Intel",2,0,14,161.73,1,"Windows 11 OS"
"MSI",134990,"Intel Core i7",10,6,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,17.3,127.34,0,"Windows 11 OS"
"MSI",90990,"Intel Core i7",10,6,4,16,16,"DDR4",1000," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"HP",99990,"Intel Core i5",12,4,8,16,16,"DDR4",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",50990,"Intel Core i5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",47990,"Intel Core i5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",128990,"Intel Core i7",14,6,8,20,8,"DDR5",1000," SSD","NVIDIA",8,0,17.3,169.78,0,"Windows 11 OS"
"MSI",183990,"Intel Core i9",14,6,8,20,16,"DDR5",1000," SSD","NVIDIA",8,0,17.3,127.34,0,"Windows 11 OS"
"Lenovo",35900,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",131990,"Intel Core i5",14,6,8,20,16,"DDR5",512," SSD","NVIDIA",6,0,16.1,136.83,0,"Windows 11 OS"
"HP",237990,"Intel Core i9",24,8,16,32,32,"DDR5",1000," SSD","NVIDIA",8,0,16.1,187.51,0,"Windows 11 OS"
"HP",50990,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",37990,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",56190,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,1,14,161.73,0,"Windows 11 OS"
"Chuwi",32999,"Intel Core i5",4,4,4,8,16,"LPDDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",101990,"Intel Core i7",10,2,8,12,16,"LPDDR4X",512," SSD","Intel",4,1,13.3,255.36,1,"Windows 11 OS"
"HP",231746,"Intel Core i7",10,2,8,12,16,"LPDDR5",512," SSD","Intel",6,0,13.5,170.93,1,"Windows 11 OS"
"MSI",82890,"Intel Core i7",10,6,4,16,8,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",69000,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,1,16,141.51,0,"Windows 11 OS"
"Acer",159990,"Intel Core i9",24,8,16,32,16,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"ASUS",69990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",77990,"Intel Core i7",10,6,4,16,16,"DDR4",512," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
