"Brand","Price","Processor_name","Core_per_processor","Total_processor","Execution_units","Threads","RAM_GB","RAM_type","Storage_capacity_GB","Storage_type","Graphics_brand","Graphics_GB","Graphics_integreted","Display_size_inches","ppi","Touch_screen","Operating_system"
"Dell",35940,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",54559,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",69990,"Intel Core i5",8,4,4,12,16,"LPDDR5",512," SSD","Intel",4,1,14,161.73,0,"Windows 11 OS"
"MSI",119990,"Intel Core i7",14,6,8,20,16,"LPDDR5",1000," SSD","NVIDIA",4,0,16,188.68,0,"Windows 11 OS"
"Lenovo",85990,"Intel Core i5",8,4,4,12,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"Gigabyte",119990,"Intel Core i5",12,4,8,16,8,"DDR5",512," SSD","NVIDIA",8,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",56990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",92990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",344990,"Intel Core i9",24,8,16,32,32,"DDR5",2000," SSD","NVIDIA",16,0,17,177.58,0,"Windows 11 OS"
"MSI",284990,"Intel Core i9",24,8,16,32,32,"DDR5",1000," SSD","NVIDIA",12,0,16,188.68,0,"Windows 11 OS"
"Lenovo",100190,"Intel Core i7",10,6,4,16,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"HP",48981,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,0,14,111.94,0,"Windows 11 OS"
"Acer",65990,"Intel Core i5",8,4,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",34790,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",89999,"Intel Core i5",8,4,4,12,8,"DDR5",512," SSD","NVIDIA",8,0,15.6,141.21,0,"Windows 11 OS"
"Dell",84490,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,0,13.3,226.98,0,"Windows 11 OS"
"Lenovo",222990,"Intel Core i7",10,2,8,12,16,"LPDDR5X",1000," SSD","Intel",4,1,13.3,255.36,1,"Windows 11 OS"
"Dell",257490,"Intel Core i7",14,6,8,20,16,"DDR5",1000," SSD","NVIDIA",6,0,15.6,261.25,1,"Windows 11 OS"
"Dell",80490,"Intel Core i7",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,0,13.3,226.98,0,"Windows 11 OS"
"ASUS",38990,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Dell",64799,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","NVIDIA",2,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",148990,"Intel Core i9",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",8,0,16,235.85,0,"Windows 11 OS"
"Acer",86990,"Intel Core i7",14,6,8,20,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",199990,"Intel Core i7",16,8,8,24,16,"DDR5",1000," SSD","NVIDIA",8,0,16.1,187.51,0,"Windows 11 OS"
"Lenovo",89889,"Intel Core i7",14,6,8,20,16,"LPDDR5",512," SSD","Intel",8,1,16,141.51,0,"Windows 11 OS"
"Dell",323990,"Intel Core i9",24,8,16,32,32,"DDR5",1000," SSD","NVIDIA",12,0,16,229.47,0,"Windows 11 OS"
"Dell",453990,"Intel Core i9",14,6,8,20,32,"LPDDR5",2000," SSD","NVIDIA",16,0,16,229.47,0,"Windows 11 OS"
"Dell",53990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Dell",199290,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,16,141.51,0,"Windows 11 OS"
"MSI",34490,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",2,1,15.6,141.21,0,"Windows 11 OS"
"MSI",89990,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","NVIDIA",4,0,14,161.73,0,"Windows 11 OS"
"Dell",450990,"Intel Core i9",24,8,16,32,64,"LPDDR5",1000," SSD","NVIDIA",16,0,18,203.97,0,"Windows 11 OS"
"HP",40999,"Intel Core i3",6,2,4,8,8,"DDR4",1000," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",74190,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,13.3,170.24,1,"Windows 11 OS"
"ASUS",69990,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",40300,"Intel Core i3",6,2,4,8,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"ASUS",85500,"Intel Core i7",10,6,4,16,16,"DDR4",512," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
"Lenovo",42990,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,1,15.6,141.21,0,"Windows 11 OS"
"ASUS",70990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
"LG",98999,"Intel Core i5",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"Dell",303290,"AMD Ryzen 9",12,8,4,24,32,"DDR5",2000," SSD","NVIDIA",12,0,16,141.51,0,"Windows 11 OS"
"Acer",54990,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",49990,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",76990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",126494,"Intel Core i5",10,2,8,12,16,"DDR5",1000," SSD","NVIDIA",4,0,16,141.51,0,"Windows 11 OS"
"Acer",44990,"Intel Core i5",4,4,4,8,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",30590,"Intel Pentium",4,1,4,4,8,"DDR4",512," SSD","Intel",4,1,15.6,100.45,0,"Windows 11 OS"
"HP",26990,"Intel Celeron",4,1,4,4,4,"DDR4",64," Hard Disk","Intel",2,1,14,111.94,1,"Chrome OS"
"HP",96700,"Intel Core i5",10,2,8,12,16,"DDR5",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"LG",152499,"Intel Core i7",12,4,8,16,16,"LPDDR5",1000," SSD","Intel",6,0,16,188.68,1,"Windows 11 OS"
"Lenovo",22490,"Intel Celeron",2,1,4,2,4,"DDR4",256," SSD","Intel",2,0,11.6,135.09,0,"Windows 11 OS"
"HP",49990,"Intel Core i3",6,2,4,8,8,"LPDDR5",256," SSD","Intel",4,1,15.6,100.45,0,"Chrome OS"
"HP",373192,"Intel Core i9",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",16,0,16,283.02,0,"Windows 11 OS"
"HP",390914,"Intel Core i9",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",12,0,16,283.02,0,"Windows 11 OS"
"LG",117899,"Intel Core i7",12,4,8,16,16,"LPDDR5",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"Acer",69990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",70790,"Intel Core i5",10,2,8,12,16,"LPDDR5",1000," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"HP",23940,"AMD Ryzen 3",2,2,4,4,8,"DDR4",512," SSD","AMD",2,0,15.6,100.45,0,"DOS OS"
"Dell",62990,"Intel Core i5",10,2,8,12,8,"LPDDR5",1000," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"Dell",78980,"Intel Core i5",12,4,8,16,16,"DDR4",512," SSD","Intel",6,0,16,137.68,0,"Windows 11 OS"
"Infinix",66990,"Intel Core i7",14,6,8,20,32,"LPDDR5X",1000," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"ASUS",58990,"Intel Core i5",10,2,8,12,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Lenovo",26490,"Intel Celeron",2,1,4,2,8,"DDR4",256," SSD","Intel",4,1,14,111.94,0,"Windows 11 OS"
"Lenovo",47450,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",42990,"AMD Ryzen 3",4,4,4,8,8,"DDR4",512," SSD","AMD",4,0,14,161.73,0,"Windows 11 OS"
"MSI",69990,"Intel Core i5",8,4,4,12,16,"DDR5",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",69345,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,14,161.73,0,"Windows 11 OS"
"Lenovo",51499,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",88490,"Intel Core i5",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,1,15.6,141.21,1,"Windows 11 OS"
"HP",95990,"Intel Core i5",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,1,15.6,141.21,1,"Windows 11 OS"
"HP",78490,"AMD Ryzen 5",6,6,4,12,16,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,1,"Windows 11 OS"
"Acer",30990,"Intel Core i3",2,2,4,4,8,"DDR4",256," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",36990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",43990,"Intel Core i3",5,1,4,6,8,"LPDDR5",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"HP",48990,"AMD Ryzen 5",4,4,4,8,16,"LPDDR5",512," SSD","AMD",2,0,14,157.35,0,"Windows 11 OS"
"HP",86490,"AMD Ryzen 5",6,6,4,12,16,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,1,"Windows 11 OS"
"Dell",58490,"Intel Core i3",6,2,4,8,8,"LPDDR5",1000," SSD","Intel",2,0,14,161.73,1,"Windows 11 OS"
"HP",98990,"Intel Core i7",14,6,8,20,16,"DDR4",512," SSD","Intel",4,1,14,242.59,0,"Windows 11 OS"
"Lenovo",50999,"AMD Ryzen 5",6,6,4,12,16,"DDR4",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",53990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Acer",32149,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,0,15.6,141.21,0,"Windows 11 OS"
"MSI",171990,"Intel Core i7",10,6,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,15.6,188.28,0,"Windows 11 OS"
"MSI",39990,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"Infinix",59990,"Intel Core i7",14,6,8,20,16,"LPDDR5X",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Chuwi",24990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",2,0,14,161.73,0,"Windows 11 OS"
"HP",115558,"AMD Ryzen 5",6,6,4,12,16,"DDR5",1512,"Hard Disk & SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",44890,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",117000,"Intel Core i7",10,2,8,12,16,"LPDDR5",1000," SSD","Intel",4,0,15.6,141.21,1,"Windows 11 OS"
"Lenovo",58400,"Intel Core i3",6,2,4,8,8,"LPDDR4",512," SSD","Intel",2,1,14,157.35,1,"Windows 11 OS"
"HP",48490,"AMD Ryzen 5",4,4,4,8,16,"LPDDR5",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"HP",44347,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",2,0,14,157.35,0,"Windows 11 OS"
"HP",56267,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",6,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",145999,"AMD Ryzen 9",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",6,0,14,215.63,0,"Windows 11 OS"
"ASUS",57590,"Intel Core i5",6,6,4,12,8,"DDR4",1000," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",84899,"Intel Core i7",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",64190,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",54990,"Intel Core i5",4,4,4,8,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"HP",43400,"AMD Ryzen 5",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"MSI",109990,"Intel Core i7",10,6,4,16,16,"DDR5",512," SSD","NVIDIA",8,0,15.6,141.21,0,"Windows 11 OS"
"MSI",83500,"Intel Core i7",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,17.3,127.34,0,"Windows 10 OS"
"Dell",46899,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,0,16,137.68,0,"Windows 11 OS"
"Acer",31899,"Intel Core i3",8,1,8,8,8,"DDR4",256," SSD","Intel",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",53490,"AMD Ryzen 5",6,6,4,12,8,"LPDDR5",512," SSD","AMD",4,0,16,141.51,0,"Windows 11 OS"
"Lenovo",32900,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",51290,"Intel Core i5",6,6,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"MSI",107990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,17.3,127.34,0,"Windows 11 OS"
"Acer",89990,"Intel Core i7",10,6,4,16,16,"DDR4",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",99990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,15.6,141.21,0,"Windows 11 OS"
"Acer",53990,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"MSI",74990,"AMD Ryzen 5",6,6,4,12,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",94990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",6,0,17.3,127.34,0,"Windows 11 OS"
"MSI",77990,"AMD Ryzen 5",6,6,4,12,16,"DDR5",512," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"MSI",92990,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",6,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",48990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"HP",38900,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","AMD",4,0,15.6,100.45,0,"Windows 11 OS"
"Lenovo",94890,"Intel Core i7",12,4,8,16,16,"DDR4",512," SSD","Intel",4,0,14,161.73,0,"Windows 11 OS"
"MSI",60990,"Intel Core i7",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"MSI",50990,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"Dell",202490,"Intel Core i7",12,4,8,16,32,"LPDDR5",1000," SSD","Intel",4,0,13.4,337.93,1,"Windows 11 OS"
"Dell",279490,"Intel Core i7",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",6,0,15.6,261.25,1,"Windows 11 OS"
"Dell",303490,"Intel Core i7",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",8,0,17,266.37,1,"Windows 11 OS"
"Lenovo",157544,"Intel Core i5",12,4,8,16,16,"DDR5",1000," SSD","NVIDIA",8,0,16,235.85,0,"Windows 11 OS"
"Lenovo",286200,"Intel Core i9",24,8,16,32,32,"DDR5",1000," SSD","NVIDIA",12,0,16,188.68,0,"Windows 11 OS"
"Lenovo",142190,"AMD Ryzen 7",8,8,4,16,16,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Lenovo",119500,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"LG",205000,"Intel Core i5",12,4,8,16,8,"LPDDR5",256," SSD","Intel",8,0,16,188.68,1,"Windows 11 OS"
"LG",142990,"Intel Core i7",12,4,8,16,16,"LPDDR5",1000," SSD","NVIDIA",4,0,16,188.68,0,"Windows 11 OS"
"LG",127000,"Intel Core i5",12,4,8,16,8,"LPDDR5",512," SSD","Intel",4,0,14,161.73,1,"Windows 11 OS"
"MSI",52990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,14,157.35,0,"Windows 11 OS"
"Lenovo",80999,"Intel Core i5",10,2,8,12,16,"DDR4",1000," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"Dell",42499,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"LG",89799,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","AMD",4,0,16,141.51,1,"Windows 11 OS"
"Lenovo",45490,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",2,1,14,157.35,0,"Windows 11 OS"
"ASUS",69990,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,14,161.73,0,"Windows 11 OS"
"Lenovo",33990,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"DOS OS"
"Lenovo",39999,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",2,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",35083,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Acer",54499,"Intel Core i5",8,4,4,12,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Lenovo",26990,"AMD Ryzen 3",4,4,4,8,8,"LPDDR5",512," SSD","AMD",4,0,15.6,141.21,0,"DOS OS"
"ASUS",62990,"AMD Ryzen 7",8,8,4,16,16,"DDR4",512," SSD","NVIDIA",4,0,15.6,141.21,0,"Windows 11 OS"
"Dell",199990,"Intel Core i7",10,6,4,16,16,"LPDDR5",1000," SSD","NVIDIA",6,0,14,215.63,0,"Windows 11 OS"
"HP",56999,"Intel Core i5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,16.1,136.83,0,"Windows 11 OS"
"ASUS",34990,"Intel Core i3",2,2,4,4,8,"DDR4",512," SSD","Intel",4,1,14,157.35,0,"Windows 11 OS"
"Lenovo",36990,"Intel Core i3",6,2,4,8,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Dell",94990,"Intel Core i7",10,2,8,12,16,"DDR4",512," SSD","NVIDIA",4,0,16,137.68,0,"Windows 11 OS"
"Lenovo",46990,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",2,1,14,157.35,0,"Windows 11 OS"
"Lenovo",45900,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Dell",79990,"Intel Core i5",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,0,16,188.68,0,"Windows 11 OS"
"Lenovo",59990,"Intel Core i7",4,4,4,8,16,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"HP",27490,"AMD Athlon",2,1,4,2,8,"DDR4",512," SSD","AMD",2,0,15.6,100.45,0,"Windows 11 OS"
"HP",55999,"Intel Core i5",6,6,4,12,8,"DDR4",512," SSD","NVIDIA",4,0,16.1,136.83,0,"Windows 11 OS"
"Dell",166490,"Intel Core i7",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",8,0,16,188.68,0,"Windows 11 OS"
"Dell",80490,"Intel Core i5",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,0,14,161.73,1,"Windows 11 OS"
"Dell",99950,"Intel Core i7",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,0,14,161.73,1,"Windows 11 OS"
"HP",26800,"Intel Pentium",4,1,4,4,8,"DDR4",512," SSD","Intel",2,0,14,111.94,0,"Windows 11 OS"
"Dell",67890,"Intel Core i5",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Dell",73990,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","Intel",2,0,14,161.73,1,"Windows 11 OS"
"Dell",88990,"Intel Core i7",10,2,8,12,16,"LPDDR5",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"Infinix",34990,"Intel Core i5",4,4,4,8,16,"LPDDR4X",512," SSD","Intel",2,1,14,157.35,0,"Windows 11 OS"
"Dell",63220,"Intel Core i5",10,2,8,12,8,"DDR4",512," SSD","Intel",4,1,15.6,141.21,0,"Windows 11 OS"
"Dell",58990,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","Intel",4,0,14,157.35,0,"Windows 11 OS"
"MSI",247999,"Intel Core i9",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",8,0,17,177.58,0,"Windows 11 OS"
"MSI",292990,"Intel Core i9",14,6,8,20,32,"DDR5",1000," SSD","NVIDIA",8,0,16,283.02,0,"Windows 11 OS"
"HP",58800,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,15.6,141.21,0,"Windows 11 OS"
"ASUS",54999,"AMD Ryzen 5",6,6,4,12,8,"DDR4",512," SSD","AMD",4,0,16,141.51,0,"Windows 11 OS"
"Dell",94490,"Intel Core i5",10,2,8,12,8,"LPDDR5",512," SSD","Intel",4,0,16,141.51,1,"Windows 11 OS"
